nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date
MAKAN DIMSUM BANDUNG @MAKANDIMSUM_,KPAD PINDAD SELATAN BLOK C NO 10,kiaracondong,4.9,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Local Food,107,7,2.0,enriched_v1.0,2025-07-09
JUDO INSTITUTE BANDUNG,"3JG9+2H4, JL. EMONG NO.19",lengkong,5.0,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,25,8,2.0,enriched_v1.0,2025-07-09
MARTABAK SAN FRANSISCO,JL. BURANGRANG DALAM NO.42,lengkong,4.6,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,183,8,2.0,enriched_v1.0,2025-07-09
ANDI BURGER,GG. MASJID III NO.113,kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Fast Food,1014,4,2.0,enriched_v1.0,2025-07-09
YONOBURGER,GG. MASJID III NO.50,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,150,4,2.0,enriched_v1.0,2025-07-09
DUNIA BURGER,JL. TERUSAN JAKARTA NO.3,kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,881,4,2.0,enriched_v1.0,2025-07-09
SALADNA HEALTH & FRESH SALADS,JL. BABAKAN HANTAP NO.25,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,116,8,2.0,enriched_v1.0,2025-07-09
RUMAH MAKAN KOJONA,"3JPV+QG3, JL. KIARA CONDONG",kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Local Food,57,7,2.0,enriched_v1.0,2025-07-09
OISHI RICEBOWL AYAM ANTAPANI,JL. BABAKAN SURABAYA,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,139,8,2.0,enriched_v1.0,2025-07-09
RUMAH SATE CINTA MAMA,"3JPX+QHV, JL. TERUSAN JAKARTA",kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,372,8,2.0,enriched_v1.0,2025-07-09
WARUNG NASI,"GG. SELAMET II NO.52, RT.,01/RW.02",kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Local Food,769,7,2.0,enriched_v1.0,2025-07-09
DESSERT COKLAT BANDUNG,JL. A. YANI NO.588,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,63,8,2.0,enriched_v1.0,2025-07-09
DAVI DIMSUM,JL. PURWAKARTA NO.23,kiaracondong,1.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Low (≤3.5),Chinese Food,47,2,2.0,enriched_v1.0,2025-07-09
UNHEARD,"3MV3+VGP, GG. SUKARESMI",kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,27,8,2.0,enriched_v1.0,2025-07-09
FUSION FOODS KW,"3MW5+RF7, GG. H.HASAN",kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,15,8,2.0,enriched_v1.0,2025-07-09
DAPUR SHIDIQ,JL. SUKARAME I NO.29,kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,31,8,2.0,enriched_v1.0,2025-07-09
QUICK CHICKEN,"3MW3+9JP, JL. A. YANI",kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,97,8,2.0,enriched_v1.0,2025-07-09
DIMSUM MIMI,JL. H. KOMALASARI NO.2,kiaracondong,4.4,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Chinese Food,463,2,2.0,enriched_v1.0,2025-07-09
DR ELLS COFFEE,JL. PURWAKARTA NO.116,antapani,4.3,Rp 50.000 - 100.000,80530.0,4.22,19082.94,3.04841784216546,21.0,68.0,High (4.0-4.5),Cafe,243,1,2.0,enriched_v1.0,2025-07-09
WOKI RESTO,"JL. TERUSAN JAKARTA NO.32A, RW.07",kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,271,8,2.0,enriched_v1.0,2025-07-09
SUGIH PRIANGAN RESTAURANT,JL. TERUSAN JAKARTA NO.48,kiaracondong,4.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Medium (3.5-4.0),Restaurant,503,8,2.0,enriched_v1.0,2025-07-09
DJAROT' N TEAM,JL. ATLAS V NO.34D,kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,271,8,2.0,enriched_v1.0,2025-07-09
RIEFA CATERING & DECORATION,JL. TERUSAN JAKARTA NO.21,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,64,8,2.0,enriched_v1.0,2025-07-09
ZULFA CATERING & BAKERY,JL. ATLAS TENGAH NO.4,kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Bakery,197,0,2.0,enriched_v1.0,2025-07-09
HN CATERING,JL. SOMA I NO.1,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,149,8,2.0,enriched_v1.0,2025-07-09
MINIFOOD.BDG,JL. HANTAP RAYA NO.93,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,22,8,2.0,enriched_v1.0,2025-07-09
PECEL LELE SOEGIH KIARACONDONG,JL. IBRAHIM ADJIE NO.69,kiaracondong,4.3,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Restaurant,414,8,2.0,enriched_v1.0,2025-07-09
GALLERIA FURNITURE,JL. A. YANI NO.598 - 600,kiaracondong,4.6,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,719,8,2.0,enriched_v1.0,2025-07-09
A&W RESTORAN - LUCKY SQUARE,"LUCKY SQUARE, JL. TERUSAN JAKARTA NO.2",kiaracondong,4.2,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Restaurant,514,8,2.0,enriched_v1.0,2025-07-09
CHICKEN CHICK,JL. SETRAWANGI 6A NO.32,kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,66,8,2.0,enriched_v1.0,2025-07-09
ALBARI FRIED CHICKEN & GEPREK CABANG GG. SLAMET II,"KIOS KE - 6, GG. SELAMET II NO.1",kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,43,4,2.0,enriched_v1.0,2025-07-09
DRINK,GRIYA KIARACONDONG,kiaracondong,4.3,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Restaurant,262,8,2.0,enriched_v1.0,2025-07-09
AQIQAHKU BABAKAN SARI,JL. BABAKAN SARI NO.143,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,147,8,2.0,enriched_v1.0,2025-07-09
KRIYT.ID,"JL. KAMPUS VB NO.3, RT.05/RW.08",kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,69,8,2.0,enriched_v1.0,2025-07-09
KANTIN WR FOOD & COFFEE,JL. PACUL NO.3 NO.2,kiaracondong,4.5,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Cafe,925,1,2.0,enriched_v1.0,2025-07-09
DE'CHICK FRIED CHICKEN DAN AYAM GEPREK REMPAH,JL. BABAKAN SARI NO.137,kiaracondong,4.4,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Fast Food,487,4,2.0,enriched_v1.0,2025-07-09
LABBAIK CHICKEN BABAKANSARI,JL. BABAKAN SARI NO.37,kiaracondong,4.1,Rp 15.000 - 50.000,131413.0,5.8,22657.41,1.0,36.0,17.0,High (4.0-4.5),Restaurant,2684,8,2.0,enriched_v1.0,2025-07-09
BERKAH FRIED CHICKEN,"RT 09/09, JL. BABAKAN SARI III NO.427",kiaracondong,4.6,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,126,4,2.0,enriched_v1.0,2025-07-09
TEBUCI BURGER BAKAR,JL. BABAKAN SARI,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,43,4,2.0,enriched_v1.0,2025-07-09
WIKEY HEALTHY FOOD,JL. BABAKAN SARI III RT.05 RW.09 NO.270 KIARACONDONG,kiaracondong,4.56021505376344,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,203,8,2.0,enriched_v1.0,2025-07-09
RK BURGER,3JHW+844,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Fast Food,28,4,2.0,enriched_v1.0,2025-07-09
RICE BOWL KITA,JL. TERUSAN SEKOLAH NO.41,kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,41,8,2.0,enriched_v1.0,2025-07-09
RICE ON,JL. BABAKAN SARI NO.11,kiaracondong,4.7,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,276,8,2.0,enriched_v1.0,2025-07-09
BAKMIE KARET BAKME,JL. TERUSAN SEKOLAH II NO.29,kiaracondong,5.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Restaurant,58,8,2.0,enriched_v1.0,2025-07-09
DIMSUM CO,"GG. TERUSAN SOMA 1 NO.5, RT.04/RW.01",kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Chinese Food,55,2,2.0,enriched_v1.0,2025-07-09
DIMSUM SKUY BABAKAN SARI,JL. BABAKAN SARI NO.113,kiaracondong,2.0,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Low (≤3.5),Chinese Food,37,2,2.0,enriched_v1.0,2025-07-09
YAKINIKU LIKE - SUMMARECON MALL BANDUNG,"UNIT #1F-868-869, SUMMARECON MALL, JL. GRAND BOULEVAR NO.1",arcamanik,4.9,Rp 50.000 - 100.000,80387.0,7.59,10591.17,3.04841784216546,13.0,77.0,Very High (4.5-5.0),Restaurant,15,8,2.0,enriched_v1.0,2025-07-09
SHSD SAMBEL HEJO SAMBEL DADAK SUMMARECON BANDUNG,JL. MAGNA TIMUR NO.78,gedebage,4.5,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,High (4.0-4.5),Restaurant,81,8,2.0,enriched_v1.0,2025-07-09
IMPERIAL KITCHEN & DIMSUM - SUMMARECON MALL BANDUNG,"DOWNTOWN, JI. GRAND BULEVAR NO. 1",gedebage,4.7,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Chinese Food,237,2,2.0,enriched_v1.0,2025-07-09
YAMIN PINUS DAN ZUPPA SOUP,JL. PINUS V NO.20,gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,101,8,2.0,enriched_v1.0,2025-07-09
PIZZA ANYAR DADAKAN,"2MMP+PQV, JL. GEDEBAGE SELATAN",gedebage,4.8,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Fast Food,21,4,2.0,enriched_v1.0,2025-07-09
MCDONALD'S - SUMMARECON BANDUNG,JALAN MAGNA RAYA,gedebage,4.5,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,High (4.0-4.5),Fast Food,226,4,2.0,enriched_v1.0,2025-07-09
MARUGAME UDON SUMMARECON MALL BANDUNG,JL. BULEVAR SELATAN BARAT NO.75-89,gedebage,4.7,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,35,8,2.0,enriched_v1.0,2025-07-09
GO! GO! CURRY - SUMMARECON MALL BANDUNG,JL. BULEVAR RAYA BARAT NO.75-89,gedebage,4.8,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,90,8,2.0,enriched_v1.0,2025-07-09
WARBAN GBLA,"STADION GBLA, RANCANUMPANG, GERBANG MERAH TIMUR PERBATASAN",gedebage,4.5,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,High (4.0-4.5),Restaurant,57,8,2.0,enriched_v1.0,2025-07-09
FOODCOURT GRIYA 46 KULINER,JL. GRIYA CEMPAKA ARUM NO.46-48,gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,38,8,2.0,enriched_v1.0,2025-07-09
WARUNG MAKAN FIET129,"2PR6+8X6, UNNAMED ROAD",gedebage,4.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Medium (3.5-4.0),Local Food,1749,7,2.0,enriched_v1.0,2025-07-09
BANDUNG BBQ AND GRILL,JL. GRIYA CEMPAKA ARUM NO.21 BLOK C3,gedebage,4.603571428571428,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Korean Food,260,6,2.0,enriched_v1.0,2025-07-09
MINI RESTO AAN,"2PV5+R96, JL. GRIYA CEMPAKA ARUM",gedebage,4.7,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,272,8,2.0,enriched_v1.0,2025-07-09
KENIKMATAN DUNIAWI SOURDOUGH BAKERY,JL. WULUKU III NO.3,kiaracondong,4.8,Rp 50.000 - 100.000,131413.0,5.8,22657.41,1.0,36.0,17.0,Very High (4.5-5.0),Bakery,141,0,2.0,enriched_v1.0,2025-07-09
WARUNG CELUP SEAFOOD BANDUNG,JL. TERUSAN CIGADUNG NO.12,coblong,4.4,Rp 15.000 - 50.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Local Food,1514,7,2.0,enriched_v1.0,2025-07-09
WARUNG KOPI MANG OCID,"GRIYA CEMPAKA ARUM CLUSTER ANDALUS BLOK C 73 CLUSTER ANDALUS,
  JL. CIMINCRANG NO.73 BLOK C",gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Cafe,141,1,2.0,enriched_v1.0,2025-07-09
CHIKEN MINI SHANSALIA,JL. CIMINCRANG NO.32,gedebage,4.5,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,High (4.0-4.5),Restaurant,745,8,2.0,enriched_v1.0,2025-07-09
KOSAKO BURGER & HOTDOG,"JL. CIMINCRANG, RT.01/RW.04",gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Fast Food,24,4,2.0,enriched_v1.0,2025-07-09
WARUNG NASI KHAS SUMEN BU IIN,2PX4+RGV,gedebage,2.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Low (≤3.5),Local Food,76,7,2.0,enriched_v1.0,2025-07-09
SATAY ALJABBAR (KEDAI DELSFOOD),"JL. CIMINCRANG NO.29, RT.02/RW.04",gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,83,8,2.0,enriched_v1.0,2025-07-09
STEAK 21 - SUMMARECON MALL BANDUNG,2MVW+QPV,gedebage,4.6,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Western Food,532,10,2.0,enriched_v1.0,2025-07-09
SAMOKA BBQ BANDUNG,JL. RIUNG GEDE PERMAI NO.B-11,gedebage,4.603571428571428,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Korean Food,267,6,2.0,enriched_v1.0,2025-07-09
ELLE CATERING,"KOMPLEK, JL. BUANA SOETTA RESIDENCE JL. CEMARA I NO.4 BLOK C2",gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,20,8,2.0,enriched_v1.0,2025-07-09
CORNDOG & SOTANG FIMS_ID RIUNG PURNA,JL. RIUNG PURNA VIII NO.7,gedebage,5.0,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,158,8,2.0,enriched_v1.0,2025-07-09
RESTO RIUNG,JL. RIUNG ARUM TIMUR III NO.12,gedebage,4.9,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,81,8,2.0,enriched_v1.0,2025-07-09
CHICKEN MOM'S,JL. RIUNG ARUM RAYA JL. RIUNG BANDUNG RAYA NO.40,gedebage,4.7,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,159,8,2.0,enriched_v1.0,2025-07-09
WINGSTOP SUMMARECON MALL BANDUNG,"SUMMARECON MALL BANDUNG, JL. GRAND BULEVAR NO.1 LANTAI 1,
  NO.815",gedebage,4.2,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,High (4.0-4.5),Restaurant,383,8,2.0,enriched_v1.0,2025-07-09
SITISCATERING,"3M4J+V48, JL. RIUNG BANDUNG RAYA, RT.4/RW.8",gedebage,4.603571428571428,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,312,8,2.0,enriched_v1.0,2025-07-09
SUMMARECON MALL BANDUNG,2MVW+XVH,gedebage,4.6,Rp 50.000 - 100.000,42071.0,9.96,4224.0,3.04841784216546,9.0,46.6941384736428,Very High (4.5-5.0),Restaurant,121,8,2.0,enriched_v1.0,2025-07-09
US PIZZA - DAGO,JL. IR. H. JUANDA NO.254,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Fast Food,243,4,2.0,enriched_v1.0,2025-07-09
FABULA SOCIAL SPACE,JL. TUBAGUS ISMAIL XVI NO.6,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,196,8,2.0,enriched_v1.0,2025-07-09
STOCK WINGS SEKELOA,JL. CIHEULANG NO.90,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,9,8,2.0,enriched_v1.0,2025-07-09
KEBAB BURGER DHALAL FOOD AND DRINK,"4J69+FF9 FKG UNPAD, JL SEKELOA DEPAN INDOMARET",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Fast Food,50,4,2.0,enriched_v1.0,2025-07-09
A & B RESTORAN,JL. TUBAGUS ISMAIL NO.40 A,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,168,8,2.0,enriched_v1.0,2025-07-09
WARUNG NASI IBU LIN,GG. III NO.15 153A,cicendo,4.3,Rp 50.000 - 100.000,96382.0,7.79,12372.53,2.0,35.0,46.0,High (4.0-4.5),Local Food,2636,7,2.0,enriched_v1.0,2025-07-09
TEMPAT NGOPI,JL. SADANG HEGAR II NO.2,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,73,8,2.0,enriched_v1.0,2025-07-09
WARUNG IDE RESTO & CAFE,JL. TUBAGUS ISMAIL NO.35,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Cafe,104,1,2.0,enriched_v1.0,2025-07-09
WARUNG IBU GADIS,JL. TUBAGUS ISMAIL XV NO.35,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,60,7,2.0,enriched_v1.0,2025-07-09
WARUNG MURAH UMI ABAH,"JL. SEKELOA NO.155C, RT.05/RW.03",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,188,7,2.0,enriched_v1.0,2025-07-09
COFFEE ON DELIVERY,JL. SEKELOA NO.23,coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,1005,1,2.0,enriched_v1.0,2025-07-09
DESSERT BY WINNY,"4J5C+G7G, JL. SUKASARI",coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,98,8,2.0,enriched_v1.0,2025-07-09
DESSERT THE QUEENSLAND,JL. PALEM II NO.66,coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,591,8,2.0,enriched_v1.0,2025-07-09
NIPPON DIMSUM,JL. TUBAGUS ISMAIL NO.3,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Chinese Food,14,2,2.0,enriched_v1.0,2025-07-09
RESTO LILA,JL. IR. H. JUANDA NO.246,coblong,4.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Medium (3.5-4.0),Restaurant,139,8,2.0,enriched_v1.0,2025-07-09
FISH STATION,JL. TUBAGUS ISMAIL NO.18,coblong,5.0,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,97,8,2.0,enriched_v1.0,2025-07-09
NASI KUNING NASI UDUK RIRARI ROIS,"4J5J+634 DPN PANTI YATIM INDONESIA, JL. CIKUTRA BARAT",coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Local Food,81,7,2.0,enriched_v1.0,2025-07-09
ROTI DINGIN GASIBU,JL. SURAPATI NO.49,coblong,4.9,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Bakery,97,0,2.0,enriched_v1.0,2025-07-09
DONAT BAHAGIA,JL. CIBEUNYING KOLOT NO.67,coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,389,8,2.0,enriched_v1.0,2025-07-09
MY DIM SUM,JL. JAPATI NO.1,coblong,4.5,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,41,8,2.0,enriched_v1.0,2025-07-09
DIMSUM CHOIE,JL. SURAPATI NO.63,coblong,4.3,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Chinese Food,343,2,2.0,enriched_v1.0,2025-07-09
REGALL PIZZA & GYROS,JL. TITIRAN NO.44,coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Fast Food,1249,4,2.0,enriched_v1.0,2025-07-09
CAPDANGU,JL. TUBAGUS ISMAIL VIII NO.45,coblong,4.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Restaurant,521,8,2.0,enriched_v1.0,2025-07-09
MANGLAYANG TOUR,JL. TUBAGUS ISMAIL XIV NO.17 RT.001 / 010,coblong,4.4,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Restaurant,3850,8,2.0,enriched_v1.0,2025-07-09
WHEELS COFFEE ROASTERS JUANDA (DAGO),JL. IR. H. JUANDA NO.256,coblong,4.8,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Cafe,38,1,2.0,enriched_v1.0,2025-07-09
SUSHI BOON,JL. TUBAGUS ISMAIL VIII DALAM NO.27,coblong,4.1,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,High (4.0-4.5),Japanese Food,5842,5,2.0,enriched_v1.0,2025-07-09
ROTI BUAKAR SWISS,JL. SADANG TENGAH IV NO.3,coblong,4.556410256410256,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Very High (4.5-5.0),Bakery,154,0,2.0,enriched_v1.0,2025-07-09
SHIRATO BY DAILYBOX TUBAGUS ISMAIL,JL. TUBAGUS ISMAIL NO.148,coblong,2.7,Rp 50.000 - 100.000,115273.0,7.31,15769.22,3.04841784216546,62.0,37.0,Low (≤3.5),Restaurant,22,8,2.0,enriched_v1.0,2025-07-09
