nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan
GUDEUG RR,JL. CIKUTRA NO.252,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,271
INA CATERING,"JLN CIKUTRA NO 4 RT 09 RW 02, NEGLASARI",cibeunying kaler,4.0,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,4876
JABARANO COFFEE - PAHLAWAN,JL. PAHLAWAN NO.70,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,109
KANAYA FOOD COURT,JL. CIKUTRA NO.237,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,771
KANTIN ANDANSARI,JL. PIKITDRO NO.2,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,262
KEDAI WQQ,4J2V+J5V,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,170
KIRAI DIMSUM,JL. PAHLAWAN NO.62A,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Chinese Food,701
KUNYIT RESTAURANT,JL. KHP HASAN MUSTOPA NO.47/57,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,19
MAI DEPARTE COFFEE,JL. KHP HASAN MUSTOPA NO.35,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Cafe,63
OH DAGING,JL. CIKUTRA NO.171,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,217
PALAY TUANG-VENUE & DINING,JL. CIKUTRA NO.169,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,281
PARK LOUNGE,JL. PENGHULU HAJI HASAN MUSTOFA NO.47/57,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,56
RUMAH MAKAN MANTRABU,JL. KHP HASAN MUSTOPA NO.7,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,12
LASAGNA HEAL,JL. SUPRATMAN NO.90,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,161
MR KRIUK FRIED CHICKEN CIHAUR GEULIS BANDUNG,CIBEUNYING KALER CIHAURGEULIS,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Fast Food,975
NASI KUNING AYAM PENYET BUNG IWAN,"3JXG+XR5, JL. PUSDAI",cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Local Food,7673
RICEBOWL 28,GG. RUKUN NO.27,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,71
RUMAH BEELICIOUS RICEBOWL,GG. SUKALUYU I NO.27,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,194
SEAFOOD KILOAN BANG BOPAK ( PUSAT KATAMSO ),JL. BRIGADIR JEND. KATAMSO NO.33,cibeunying kaler,4.2,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Seafood,2906
TONES NO.6,JL. TERUSAN CISOKAN NO.6,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,297
WARUNG NASI MASAKAN SUNDA IBU DEDEH,3JXG+JPJ,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,74
BPK. INGANTA JUMPA,"NO 211 C, JL. CIKUTRA",cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,174
CABITEA CAFÉ & RESTO,JL. CIKUTRA NO.201,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,558
CAFÉ CINDE,JL. PAHLAWAN NO.58,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,449
DAPUR SUKI BANDUNG,"JLN. PHH MUSTOFA BELAKANG PRIME PARK HOTEL CIKUTRA SUKASARI II
  RT 01 RW 04 NO. 24/140D",cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,154
DIMSUM 88 DU,JL. CIKUTRA BARU VIII NO.12,cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Chinese Food,466
DIMSUM GO!!!,JL. CIKUTRA NO.212,cibeunying kaler,3.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Chinese Food,104
DOYAN DIMSUM,JL. CIKUTRA NO.37,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Chinese Food,46
DE.U COFFEE DAGO,JL. RANCAKENDAL NO.7,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,229
AR CHICKEN,JLN. BRIGJEND KATAMSO GG. 8A,cibeunying kaler,3.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Low (≤3.5),Restaurant,197
AYAM PENYET & RICE BOWL DRINK ON,JL. TERUSAN CISOKAN NO.24,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,657
BERGERAK BURGER,JL. MUARARAJEUN NO.52,cibeunying kaler,4.7,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Fast Food,51
BURGERCHILL,"3JWJ+274, JL. MUARARAJEUN BARU",cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Fast Food,16
CAFE WIFI.ID CORNER,JL. SUPRATMAN NO.62,cibeunying kaler,4.3,Rp 15.000 - 50.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Cafe,257
DABELYUW KITCHEN,JL. PAHLAWAN NO.43,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,54
DANCING PIZZA,JL. MUARARAJEUN TENGAH NO.4,cibeunying kaler,4.3,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Fast Food,128
DIMSUM 84,JL. BRIGADIR JEND. KATAMSO,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Chinese Food,149
GEO EDU COFFEE,"SIDE AREA MUSEUM GEOLOGI, JL. DIPONEGORO NO.57",cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,73
GREAT DIMSUM BANDUNG 2,JL. PUSDAI,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Chinese Food,252
GREAT DIMSUM BANDUNG 3,JL. PAHLAWAN NO.100,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Chinese Food,5092
KEDAI MAS ENTOH,JL. BRIGADIR JEND. KATAMSO NO.41,cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,2683
KEDAI UWINGS,"3JXG+VP5, JL. PUSDAI",cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,52
DOESOENKOPAY,JL. RANCAKENDAL NO.232,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,1608
FANCY FOOD,4J7P+CMF,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,28
HOKBEN CIKUTRA,JL. CIKUTRA BARAT NO.36,cibeunying kaler,4.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Restaurant,3423
HOTUDOGU.FOOD,JL. ALFA NO.4,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,31
KEDAI SHAWARMA,JL. CIKUTRA BARAT NO.56,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,78
LASAGNA ARDIVA,JL. ARUMANIS NO.3,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,37
LITTLE WINGS HUB,JL. CIGADUNG RAYA BARAT NO.2,cibeunying kaler,4.1,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,490
ODEP PEDO CATERING,JL. CIBEUNYING KOLOT II,cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,93
RUMAH MAKAN DITA,JL. CIKUTRA BARAT NO.38,cibeunying kaler,4.554545454545456,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,178
RUMAH MAKAN GRATIS UWAIS BANDUNG,JL. CIBEUNYING PERMAI III NO.17,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,35
URBANE CAFÉ,JL. CIGADUNG RAYA BARAT NO.5,cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Restaurant,418
WARUNG NASI IBU DIAH,JL. RAYA GOLF DAGO NO.2,cibeunying kaler,4.5,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Local Food,699
WARUNG NASI RIRIK,JL. CIGADUNG RAYA BARAT NO.20,cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Local Food,680
YUFETO CATERING (HEAD OFFICE),"JL KASUNGKA, NO. 3, DAGO RANCAKENDAL CIGADUNG, CIGADUNG,
  CIBEUNYING KALER",cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,151
CONGO GALLERY & CAFE,JL. RANCA KENDAL LUHUR NO.8 DAGO,cibeunying kaler,4.6,Rp 100.000 - 200.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Cafe,102
OSHI-OSHI SUSHI - METRO INDAH MALL,JL. MTC BARAT BLOK E6,buahbatu,2.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Low (≤3.5),Japanese Food,76
BORNEO BURGER,JL. NEPTUNUS TENGAH I NO.9,buahbatu,4.4,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Fast Food,4063
FABRIC BURGER & HOTDOG,JL. YUPITER BARAT XII NO.10A,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Fast Food,95
APRILIA CAFE AND RESTO,"METRO KITCHEN SF A1 ( LT. 2) METRO INDAH MALL, JL. SOEKARNO
  HATTA",buahbatu,4.1,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Cafe,5929
RED 'O RICEBOWL,"KOMPLEK MARGAHAYU RAYA, ⛉ JL. YUPITER BARAT VII NO.47 BLOK N2",buahbatu,4.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Medium (3.5-4.0),Restaurant,769
DIMSUM BANDUNG,JL. TAMAN JUPITER BARAT JL. YUPITER BARAT XII NO.10A BLOK M2,buahbatu,4.8,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Chinese Food,134
THE HALAL DIMSUM,JL. CIJAWURA GIRANG III NO.12,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Chinese Food,90
METROFISH,JL. TAMAN JUPITER BLOK M II NO.21,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,503
ALOHA AINA,JL. CIGADUNG SELATAN NO.3,cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,29
TEKUN.ID CIKUTRA,CIBEUNYING KALER CIGADUNG,cibeunying kaler,4.9,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,162
BURGER LAVER,"MASJID AL MUQORROBIN, JL. CIGADUNG RAYA TIMUR NO.86",cibeunying kaler,4.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Fast Food,35
DANCE FLOUR BAKED GOODS & BEVERAGES,JL. CIGADUNG RAYA BARAT NO.2,cibeunying kaler,4.8,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,55
DIALOGUE.CGD,"GG. PESANTREN TENGAH NO.55, RT.02/RW.05",cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,62
DIATURI,JL. CIGADUNG VALLEY RESIDENCE NO.D1,cibeunying kaler,5.0,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Very High (4.5-5.0),Restaurant,93
DIMSUM CILAKI 59,JL. CIBEUNYING PERMAI RAYA,cibeunying kaler,3.6,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,Medium (3.5-4.0),Chinese Food,197
DIMSUM MITOHA,"JL. BOJONG TENGAH NO.55, RT.04/RW.12",cibeunying kaler,4.4,Rp 50.000 - 100.000,70662.0,4.64,15228.88,3.04841784216546,34.0,31.0,High (4.0-4.5),Chinese Food,580
YAMI DIMSUM,JL. MARGACINTA NO.93,buahbatu,4.4,Rp 15.000 - 50.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Chinese Food,415
MEGUMI DIMSUM,JL. MARGACINTA JL. CIWASTRA NO.89A,buahbatu,4.6,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Chinese Food,161
DIMSUM.BDG,JL. MARGACINTA NO.98,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Chinese Food,3528
OHID SOCIAL BAR,"3M34+482, JL. NEPTUNUS BARAT III",buahbatu,3.3,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Low (≤3.5),Restaurant,3662
NAV METRO MALL INDAH,"KOMPLEK METRO INDAH MALL LT. 01 BLOK C-D, JL. SOEKARNO HATTA
  NO.590 A",buahbatu,4.1,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,393
SADAPUR CATERING,"BLOK J2, JL. JUPITER BARAT KOMPLEK MARGAHAYU RAYA NO.80",buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,77
FOOD COURT METRO KITCHEN,JL. MTC BARAT NO.590,buahbatu,4.1,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,222
MCDONALD'S - SOEKARNO HATTA,"JL. SOEKARNO HATTA NO.610, RT.01/RW.01",buahbatu,4.4,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Fast Food,286
HWA THAI FOOD,"METRO INDAH MALL, JL. SOEKARNO HATTA NO.590 FOOD COURT, NO. 10",buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,2872
NASI MANDHI BOSGIL BUAH BATU,JL. RANCABOLANG,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Local Food,151
DAISUKI SUKI & BBQ,"METRO INDAH MALL, LANTAI 2",buahbatu,3.9,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Medium (3.5-4.0),Korean Food,136
WARUNG NASI BU'E-DHIVA KHAS SUNDA,"3M87+HFM, JL. KAWALUYAAN RAYA",buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Local Food,191
COFFEELAND INDONESIA STORE,JL. ISTANA ELOK NO.10,buahbatu,4.9,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Cafe,9
WARUNG MAKAN DAHA,JL. SOEKARNO HATTA NO.689,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Local Food,2111
TEJA DIMSUM (PRODUSEN DIMSUM MODERN),JL. KAWALUYAAN INDAH RAYA NO.3A,buahbatu,4.8,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Chinese Food,93
RM FAMILY TIGA,"3M76+374 DN, JL. KAWALUYAAN RAYA",buahbatu,4.2,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,1590
AA DIMSUM,JL. SOEKARNO HATTA NO.729,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Chinese Food,52
RESTO DUNIA VEGAN,"NO.B2 NO 319, JL. CIWASTRA",buahbatu,4.9,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,23
KABEH BARUDAK MOTZ,"2JXX+CF4, GG. ABAH DJARKASIH",buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,122
AQIQAH EXPRESS OFFICE BANDUNG,"YAYASAN ANAK SHALEH, JL. RANCABOLANG DEPAN MASJID ALTHAF NO.1",buahbatu,4.9,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,69
CAFE DI BANDUNG,"PUSKOPAD, JL KARTIKA V BLK. H NO.13",buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Cafe,2148
ON.LOC RESTO,JL. MARGACINTA NO.71,buahbatu,4.5,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,671
CA-CA KITCHEN,JL. ANTAWANGI NO.2,buahbatu,4.8,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,77
BERGERAKGEH!,JL. CIPAGALO GIRANG NO.15,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,236
NASI ARABIC UMMU ASYAM,JL. KENCANA ASRI NO.20 BLOK F,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Local Food,37
BATAGOR BAROKAH CILOK & SOMAY,JL. TERUSAN KIARACONDONG NO.226,buahbatu,4.9,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,144
YASAKA FRIEDCHICKEN,JL. MARGACINTA NO.31,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,87
DECHICK FRIED CHICKEN JALAN LOGAM,JL. LOGAM,buahbatu,4.2,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Fast Food,469
JAJANKEUN CORNDOG,JL. CIWASTRA NO.219,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,42
KIM.SYND,JL. MARGA KENCANA SEL. NO.4,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,310
OPANG RESTO INI LAKNAT,"NO.55CIJAURAKEC, JL. CIJAWURA HILIR NO.55",buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,279
SOSIS BAKAR MAS BOY,JL. MARGA BARU NO.11,buahbatu,3.7,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Medium (3.5-4.0),Restaurant,529
RICEBOX NABOX,JL. KENCANA ARUM VI NO.5 BLOK S,buahbatu,4.3,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Restaurant,531
NASI RICEBOWEL,2MR4+RQF,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Local Food,331
WARUNG SATE IBU YANTI,JL. IBRAHIM ADJIE JL. TERUSAN KIARACONDONG NO.272,buahbatu,4.496874999999999,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,High (4.0-4.5),Local Food,374
GET EAT,JL.TERUSAN CIJAURA GG.MARGA ASIH VA NOMER 93 RT 03 RW 10 40287,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,23
PAVLOVA DESSERT BANDUNG,"TERUSAN, JL. CIWASTRA NO.112A",buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,45
DESSERT PANDANWANGI,JL. KENCANAWANGI 1 NO.1G,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,92
MYCOOKIES.ID,SARIE BUNGA BAKUNG RESIDENCE C 69,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,71
DOM DIM SUM,JL. IBRAHIM ADJIE NO.55,buahbatu,5.0,Rp 50.000 - 100.000,104434.0,7.46,13999.2,2.0,36.0,90.0,Very High (4.5-5.0),Restaurant,84
DIMSUM HOUSE,JL. MEKAR UTAMA NO.122,bojongloa kidul,3.4,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Low (≤3.5),Chinese Food,3035
DE.U COFFEE MEKARWANGI,JL. MEKAR LAKSANA NO.8B,bojongloa kidul,4.9,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Cafe,23
SUGE ID,JL. RAYA KOPO NO.164,bojongloa kidul,4.6,Rp 15.000 - 50.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Restaurant,650
AYAMFRESH.ID,"PD RAHMA AS BR, PASAR LEUWI PANJANG, SAMPING",bojongloa kidul,5.0,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Restaurant,53
RUTE KOPDAR BANDUNG 2023,"LEUWI PANJANG, JL. LEUWI PANJANG NO.46 BLOK A-C",bojongloa kidul,4.443181818181818,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Restaurant,139
ON/OFF COFFEE,"CLEANBOX INDONESIA, JL. LEUWI PANJANG NO.46A 2ND FLOOR",bojongloa kidul,4.5,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,High (4.0-4.5),Cafe,880
ARMOR GENUINE URBAN FOREST,"JL. LEUWI PANJANG NO.86, RT.01/RW.04",bojongloa kidul,4.6,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Restaurant,144
RESTO SHOPEEFOOD BEKAL DARI RUMAH,"RT13 RW 04, JL. KEBONLEGA 1",bojongloa kidul,5.0,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Restaurant,104
LET'S GO EAT,"BELAKANG RS. IMMANUEL, JL. LEUWI PANJANG NO.33",bojongloa kidul,4.8,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Restaurant,14
MASAKAN OI CHINESE FOOD HALAL,JL. RAYA KOPO NO.137,bojongloa kidul,4.6,Rp 50.000 - 100.000,87988.0,5.2,16920.77,3.04841784216546,16.0,15.0,Very High (4.5-5.0),Chinese Food,273
